year,month,day,hour,minute,second,datetime,event_id,latitude,longitude,depth_km,magnitude,err_x_m,err_y_m,err_z_m,err_h_m,in_tule,utm_x_m,utm_y_m,along_fault_m,r_proj_m,dist_to_fault_m,d_euclid_ref_m,t_days_since_rain
2024,10,6,9,24,13.1,2024-10-06 09:24:13.100,4107,23.002303,-109.762101,8.834,1.6,187.7,88.2,130.6,207.38980206365017,True,626866.5307238436,2544310.3103905157,308.91478844942014,462.27234313359736,462.27234313359736,555.9892676562888,22.391818287037037
2024,10,6,11,56,14.91,2024-10-06 11:56:14.910,4143,23.000144,-109.760994,9.581,1.3,195.5,80.2,133.4,211.31088471728097,True,626982.0145644017,2544072.229106529,570.5185865756223,502.05510347882813,502.05510347882813,759.9676207295826,22.497394791666665
2024,10,6,12,27,52.08,2024-10-06 12:27:52.080,4150,22.998332,-109.782153,7.786,1.5,170.0,89.9,170.7,192.30707215284625,True,624814.9279697026,2543853.438302264,-477.39014794216996,2411.5107874570326,2411.5107874570326,2458.3095068306357,22.51935277777778
2024,10,6,15,21,9.96,2024-10-06 15:21:09.960,4175,23.000126,-109.781681,8.118,1.3,173.8,85.3,166.0,193.6040547096057,True,624861.6570259891,2544052.466885065,-614.886303470264,2260.2137660447106,2260.2137660447106,2342.3602272949693,22.63969861111111
2024,10,7,0,10,20.3,2024-10-07 00:10:20.300,4201,23.004075,-109.769474,10.986,1.5,175.6,83.8,135.4,194.57080973260096,True,626109.1777839052,2544500.1397984596,-276.7059142055366,978.6705154537733,978.6705154537733,1017.0359584473284,23.00717939814815
2024,10,7,1,54,30.18,2024-10-07 01:54:30.180,4205,23.001013,-109.759033,8.526,1.4,185.3,92.9,128.4,207.2836221219612,True,627182.1991581691,2544170.142902466,603.2997841777263,281.63192842604076,281.63192842604076,665.7981471120671,23.07951597222222
2024,10,7,9,26,55.19,2024-10-07 09:26:55.190,4283,23.007377,-109.76237,8.78,1.2,208.5,103.1,135.4,232.5980653401915,True,626834.2159852523,2544871.8599320995,-172.05882918998674,170.644996819835,170.644996819835,242.3302615066276,23.393694328703702
2024,10,7,12,33,55.36,2024-10-07 12:33:55.360,4305,23.012801,-109.766943,9.298,1.8,198.1,87.8,148.2,216.6851402380883,True,626360.464554538,2545468.442803392,-932.0752400049528,222.86181131112886,222.86181131112886,958.3483917507074,23.52355740740741
2024,10,8,9,10,53.79,2024-10-08 09:10:53.790,4406,23.004309,-109.759668,8.889,1.3,184.8,95.6,122.5,208.06345186024384,True,627114.0256474604,2544534.518294456,264.4550598339742,131.2946189031317,131.2946189031317,295.25371398969645,24.382567013888888
2024,10,11,5,26,41.74,2024-10-11 05:26:41.740,4494,23.014803,-109.772559,11.753,1.5,183.6,94.9,137.2,206.67600247730743,True,625783.0330874552,2545685.267353641,-1437.9688755039756,575.7238443063771,575.7238443063771,1548.9391310897538,27.226871990740744
2024,10,12,2,20,39.17,2024-10-12 02:20:39.170,4539,23.00097,-109.757056,9.478,2.0,184.5,78.8,120.4,200.62325388648247,True,627384.8772831393,2544167.0986299515,720.6733266687928,116.37109985597044,116.37109985597044,730.008408618389,28.097675578703704
2024,10,12,2,30,50.56,2024-10-12 02:30:50.560,4548,23.006606,-109.76005,9.006,1.4,220.7,112.3,133.3,247.62831017474556,True,627072.721214786,2544788.5061159967,31.78617554327324,21.38074383494034,21.38074383494034,38.307925584702716,28.10475185185185
2024,10,12,2,51,32.16,2024-10-12 02:51:32.160,4554,22.995404,-109.755737,9.284,1.4,180.9,65.3,118.8,192.32498537631557,True,627525.3012906559,2543551.989319039,1307.044357892656,349.28176942619626,349.28176942619626,1352.908979921606,28.119122222222224
2024,10,12,3,45,44.3,2024-10-12 03:45:44.300,4573,23.00403,-109.767065,8.581,1.4,182.4,85.5,137.6,201.44480633662417,True,626356.1301760741,2544497.23218284,-134.35305850328962,776.854751203401,776.854751203401,788.3869917727501,28.15676273148148
2024,10,12,4,56,12.33,2024-10-12 04:56:12.330,4583,23.009033,-109.771167,8.104,1.4,174.9,84.5,140.8,194.24278622383895,True,625931.0517196091,2545047.6220877566,-828.7263510588604,815.1492961217945,815.1492961217945,1162.435262673664,28.20569826388889
2024,10,12,6,13,32.57,2024-10-12 06:13:32.570,4599,23.002336,-109.756836,9.779,1.6,197.4,93.1,129.7,218.25299539754317,True,627406.144287701,2544318.530557147,607.9616585032228,13.027043826695376,13.027043826695376,608.1012103925234,28.259404745370368
2024,10,12,6,13,46.32,2024-10-12 06:13:46.320,4600,23.015761,-109.767643,11.973,1.5,188.2,97.4,130.6,211.91035840656775,True,626285.9663596997,2545795.5640240423,-1243.810759441313,98.84874766236749,98.84874766236749,1247.732455383122,28.259563888888888
2024,10,12,6,43,54.1,2024-10-12 06:43:54.100,4611,23.011151,-109.774967,8.118,1.3,175.7,83.9,149.7,194.70413452209996,True,625539.6252322999,2545278.8614220363,-1241.080231588917,1006.5927653159591,1006.5927653159591,1597.97031775538,28.28048726851852
2024,10,12,7,30,57.98,2024-10-12 07:30:57.980,4630,23.00588,-109.773047,8.627,1.2,191.0,88.7,151.0,210.5912866193661,True,625741.290630078,2544696.9152822806,-647.324459859003,1170.2519409673744,1170.2519409673744,1337.3550619299485,28.313171064814814
2024,10,12,8,57,29.41,2024-10-12 08:57:29.410,4662,23.005023,-109.771802,8.619,1.6,191.1,86.3,150.1,209.68285576078935,True,625869.6901189089,2544603.0989851616,-497.2605309922245,1117.6330889251956,1117.6330889251956,1223.2627506562696,28.373257060185185
2024,10,12,10,32,33.49,2024-10-12 10:32:33.490,4680,23.011336,-109.768368,9.0,1.4,193.5,96.8,138.5,216.36194212476465,True,626215.7817834355,2545305.0130661675,-879.4229888651132,434.6875031267123,434.6875031267123,980.9882867389316,28.439276504629632
2024,10,12,10,58,41.68,2024-10-12 10:58:41.680,4685,23.006187,-109.76613,9.212,1.3,178.6,89.8,131.9,199.90497742677644,True,626449.9528310117,2544736.856673816,-278.6063813401996,563.7501616101165,563.7501616101165,628.8368313313981,28.457426851851853
2024,10,19,4,11,8.6,2024-10-19 04:11:08.600,5087,23.016504,-109.768254,8.083,1.1,171.2,84.5,130.2,190.91801905530028,True,626222.6557247336,2545877.3008148535,-1347.0340859432788,104.68692698409689,104.68692698409689,1351.095918643239,35.17440509259259
2024,10,19,4,40,15.1,2024-10-19 04:40:15.100,5091,23.014331,-109.772355,10.213,1.5,203.0,94.3,153.4,223.83362124578156,True,625804.3782320672,2545633.183762605,-1382.9601988419067,587.6553633045842,587.6553633045842,1502.636928070613,35.19461921296296
2024,10,19,9,14,50.45,2024-10-19 09:14:50.450,5124,23.001731,-109.771737,8.693,1.4,99.1,77.6,68.5,125.8672713615418,True,625879.4061142065,2544238.6726313583,-191.50390798055543,1316.1623195073523,1316.1623195073523,1330.0214276705465,35.38530613425926
2024,11,3,11,49,14.81,2024-11-03 11:49:14.810,5664,22.998527,-109.763289,8.133,1.9,188.9,96.2,146.2,211.98502305587533,True,626748.2914176643,2543891.212439846,587.1981222291297,797.2081756776288,797.2081756776288,990.1224722814189,50.49253252314814
2024,12,2,12,44,41.74,2024-12-02 12:44:41.740,6126,23.006201,-109.766081,8.685,1.7,187.0,94.8,144.8,209.6569579098199,True,626454.9619626406,2544738.448999359,-277.0794307486425,558.7207160939386,558.7207160939386,623.652026002093,79.53103865740741
2024,12,2,13,13,9.17,2024-12-02 13:13:09.170,6127,23.012649,-109.772087,6.728,2.2,174.6,82.4,173.7,193.06713858137536,True,625833.4053269526,2545447.1867789645,-1213.266872884301,669.1515306147237,669.1515306147237,1385.5613576318003,79.5508005787037
2025,1,1,17,21,45.82,2025-01-01 17:21:45.820,15,23.009977,-109.763737,11.396,1.5,161.1,105.0,115.8,192.2971918671721,True,626691.6803432788,2545158.543942193,-489.03760439692746,125.60515951517468,125.60515951517468,504.91032333585554,109.72344699074074
2025,1,10,18,22,40.4,2025-01-10 18:22:40.400,176,22.997998,-109.775871,7.901,2.2,197.6,153.8,181.1,250.40007987219172,True,625459.1358294695,2543821.8206384564,-86.24341280685633,1898.6680485564077,1898.6680485564077,1900.625761390593,118.76574537037037
2025,1,13,9,3,50.44,2025-01-13 09:03:50.440,222,23.006726,-109.783,6.419,1.5,153.9,130.6,221.1,201.8454111442715,True,624720.3962426661,2544782.077762353,-1296.069196479023,1963.1001389024789,1963.1001389024789,2352.3514867937383,121.37766712962963
2025,1,13,9,10,41.88,2025-01-13 09:10:41.880,223,23.005052,-109.778939,7.103,2.8,166.2,148.7,215.0,223.01150194552744,True,625138.1629345813,2544600.198518641,-909.4550116156279,1721.9807903851295,1721.9807903851295,1947.389601648365,121.38242916666668
2025,1,14,13,0,50.98,2025-01-14 13:00:50.980,253,22.997249,-109.770313,2.382,1.7,127.5,149.2,205.1,196.25720368944425,True,626029.5233797149,2543743.660154102,301.41310016041234,1473.0233061437712,1473.0233061437712,1503.5449834943536,122.54225671296297
2025,1,23,6,42,39.33,2025-01-23 06:42:39.330,331,23.004218,-109.762329,5.398,2.1,204.7,126.1,255.9,240.42316860069872,True,626841.3714331817,2544522.137708123,120.13192919141116,362.9504702071829,362.9504702071829,382.3149542391265,131.279621875
2025,1,24,1,39,18.87,2025-01-24 01:39:18.870,357,22.994088,-109.762695,8.836,1.9,233.4,146.2,195.4,275.40878707840824,True,626813.3230586092,2543400.25014686,1028.5569440717723,1021.8756585044075,1021.8756585044075,1449.8824947705518,132.06896840277776
2025,1,29,17,9,35.86,2025-01-29 17:09:35.860,375,23.008238,-109.773022,4.0,1.7,168.6,109.1,241.4,200.82024300353785,True,625741.6674929995,2544958.0087425155,-862.2252974256513,1021.9698887283972,1021.9698887283972,1337.106920552087,137.71499837962963
2025,1,29,18,28,26.62,2025-01-29 18:28:26.620,376,23.007857,-109.763249,1.823,2.0,196.9,164.8,233.7,256.76574927353533,True,626743.6764963699,2544924.2440463216,-266.53016271139984,215.55225249874968,215.55225249874968,342.7843362702707,137.76975254629627
2025,2,1,12,36,34.88,2025-02-01 12:36:34.880,400,23.005011,-109.767,0.508,2.6,214.1,141.3,121.2,256.5238780308765,True,626361.8787622504,2544605.9022850967,-220.62821363712106,710.5310376903094,710.5310376903094,743.9967501098208,140.52540370370372
2025,2,1,14,18,36.17,2025-02-01 14:18:36.170,402,23.010498,-109.764152,0.613,1.7,218.8,152.7,137.5,266.8159103202056,True,626648.6602783386,2545215.869214639,-560.6488912149742,128.56090793735493,128.56090793735493,575.2000402210148,140.5962519675926
2025,2,5,22,2,54.84,2025-02-05 22:02:54.840,447,23.012026,-109.765129,0.464,1.9,167.6,158.9,131.0,230.9523110947366,True,626547.1017323744,2545384.2020094027,-756.8950457720022,116.8342343737225,116.8342343737225,765.859222465784,144.91869027777778
2025,2,13,20,51,52.32,2025-02-13 20:51:52.320,495,23.009229,-109.766838,1.79,1.7,207.5,177.1,237.7,272.8015029284113,True,626374.5537331115,2545073.0493980134,-598.3264717046545,435.3381855929525,435.3381855929525,739.941823779346,152.86935555555556
2025,2,13,23,28,35.72,2025-02-13 23:28:35.720,496,23.003133,-109.768132,6.714,1.5,216.5,142.6,301.0,259.24314841476524,True,626247.6025073586,2544396.9990219036,-113.27788366647269,923.0764268663683,923.0764268663683,930.0010584748474,152.97819120370372
2025,2,15,6,44,22.44,2025-02-15 06:44:22.440,524,23.009727,-109.762712,2.211,1.5,154.7,133.1,174.9,204.0776812882781,True,626796.9669823867,2545131.751013045,-407.29303229585935,54.04425986346311,54.04425986346311,410.8629895487612,154.28081527777778
2025,2,15,12,16,11.05,2025-02-15 12:16:11.050,542,22.994865,-109.772249,3.768,1.8,118.8,83.8,236.2,145.38184205739037,True,625833.2931672324,2543478.046920909,409.0402571264891,1785.2300982247166,1785.2300982247166,1831.491314627928,154.51123900462963
2025,2,16,6,9,28.8,2025-02-16 06:09:28.800,549,22.992287,-109.770947,5.661,2.2,136.0,88.6,126.2,162.31438630016748,True,625969.1427108209,2543193.7352836453,720.2751734759269,1834.434086088966,1834.434086088966,1970.77262557882,155.25658333333334
2025,2,19,7,11,9.77,2025-02-19 07:11:09.770,572,22.999396,-109.755705,11.803,1.8,121.9,104.6,108.3,160.62618092951098,True,627524.830670813,2543994.0031606033,942.603251431763,99.16352231290017,99.16352231290017,947.8049872031866,158.29941863425924
2025,2,19,13,25,58.52,2025-02-19 13:25:58.520,583,23.000883,-109.75874,11.38,2.4,187.0,128.8,149.2,227.064836555553,True,627212.3528104522,2544156.00381079,632.0381728524674,264.8015488754592,264.8015488754592,685.2679127388992,158.5597050925926
2025,2,24,22,54,14.12,2025-02-24 22:54:14.120,791,22.999373,-109.76014,11.244,2.0,207.9,158.8,160.1,261.61011066088406,True,627070.2698994068,2543987.6056386246,690.2573475624005,477.3010211002962,477.3010211002962,839.20883611129,163.95433009259258
2025,2,25,2,41,59.24,2025-02-25 02:41:59.240,796,22.994055,-109.757104,11.005,1.7,199.0,153.0,182.0,251.01792764661252,True,627386.4470993569,2543401.442650075,1352.3855498604646,549.0039822328106,549.0039822328106,1459.5725565996627,164.1124912037037
2025,2,25,12,13,55.3,2025-02-25 12:13:55.300,837,23.000604,-109.768677,11.136,1.9,219.9,163.8,190.2,274.20147702009194,True,626194.0941052525,2544116.5248645255,87.47901833984213,1126.1172315084887,1126.1172315084887,1129.5098927189815,164.50966782407409
2025,2,25,12,35,12.23,2025-02-25 12:35:12.230,839,23.007914,-109.777555,10.012,1.7,217.7,166.6,229.8,274.1329057227534,True,625277.3719104643,2544918.2540922863,-1092.6054111623082,1427.032628771512,1427.032628771512,1797.2781387641949,164.5244471064815
2025,2,25,16,4,2.37,2025-02-25 16:04:02.370,847,23.001506,-109.77015,8.69,2.0,221.9,158.8,200.0,272.8681916237215,True,626042.2773769181,2544215.1248578313,-79.79762578790883,1195.3184021012937,1195.3184021012937,1197.9790246424923,164.669471875
2025,2,26,9,37,57.34,2025-02-26 09:37:57.340,869,23.010038,-109.766317,11.717,2.6,159.9,117.1,157.0,198.1928858460868,True,626427.1976402132,2545163.0694818785,-642.6585560811286,340.94717569868743,340.94717569868743,727.4991383645707,165.40135810185186
2025,3,6,5,35,31.12,2025-03-06 05:35:31.120,932,23.005178,-109.759351,10.891,2.5,158.3,84.7,96.6,179.53545610825736,True,627145.7022646387,2544631.0071269358,202.91042785541902,50.51243557162232,50.51243557162232,209.10319911432845,173.23299907407406
2025,3,6,6,27,25.07,2025-03-06 06:27:25.070,935,22.997437,-109.759172,10.066,2.0,183.1,139.3,210.6,230.065425477189,True,627171.3027081324,2543774.0952429436,923.4272889329721,515.0647066208419,515.0647066208419,1057.3597353561902,173.26904016203704
2025,3,10,4,16,54.54,2025-03-10 04:16:54.540,949,22.999245,-109.754688,5.177,1.7,180.1,121.6,124.8,217.30754703875337,True,627629.214054197,2543978.1697672443,1014.80637298234,22.135629246153712,22.135629246153712,1015.0477627814838,177.17840902777778
2025,3,22,6,51,33.77,2025-03-22 06:51:33.770,1000,22.996358,-109.757576,4.083,2.3,195.4,120.8,509.2,229.72548835512353,True,627335.9054091279,2543656.01590153,1113.9992271293158,446.3688813055986,446.3688813055986,1200.099769287006,189.28580752314815
2025,3,22,7,22,43.96,2025-03-22 07:22:43.960,1001,22.994523,-109.766146,1.822,1.9,183.6,102.1,130.4,210.0794373564438,True,626459.1811466228,2543445.431938063,790.6261113097755,1288.0462934416341,1288.0462934416341,1511.3414246733098,189.30745324074076
2025,3,23,2,22,9.42,2025-03-23 02:22:09.420,1012,22.998415,-109.754647,4.992,1.8,195.1,89.7,156.2,214.7326244425844,True,627634.1970499295,2543886.3095312766,1093.3139043409058,70.09082415235002,70.09082415235002,1095.5583129416302,190.0987201388889
2025,3,24,13,32,18.42,2025-03-24 13:32:18.420,1018,22.990908,-109.764217,7.58,1.7,171.2,124.2,190.5,211.50669020151585,True,626660.2806802087,2543046.8526424626,1232.9855818521344,1348.2507460278018,1348.2507460278018,1827.0286038318532,191.56410208333332
2025,3,30,2,50,1.71,2025-03-30 02:50:01.710,1087,23.014421,-109.767155,10.941,1.6,182.1,114.3,153.3,214.9997674417347,True,626337.2279400796,2545647.6228577993,-1092.870425914072,140.45828992235067,140.45828992235067,1101.8594733655996,197.11807534722223
2025,3,30,17,8,34.0,2025-03-30 17:08:34.000,1093,23.012695,-109.764941,12.726,1.7,103.2,97.2,89.0,141.7676973079552,True,626565.7454065315,2545458.4346412397,-807.4890976826888,59.40330083799728,59.40330083799728,809.6711647495249,197.7142824074074
2025,4,1,11,25,31.04,2025-04-01 11:25:31.040,1118,22.986977,-109.772347,2.7,1.8,172.4,104.6,133.8,201.6504897092987,True,625830.5580107516,2542604.624235443,1127.1014790551442,2282.485314517479,2282.485314517479,2545.603455975861,199.47605370370368
2025,4,2,9,15,37.48,2025-04-02 09:15:37.480,1130,22.9909,-109.773535,6.314,1.8,182.6,105.2,280.9,210.7363281449119,True,625705.147003446,2543037.9495669464,699.010368994266,2140.229329888036,2140.229329888036,2251.4877482399256,200.38585046296296
2025,4,4,10,39,12.37,2025-04-04 10:39:12.370,1162,23.004417,-109.765568,10.892,1.7,215.1,158.7,209.4,267.3082490309642,True,626509.2045175957,2544541.3712394554,-83.96611715453287,625.7218080947029,625.7218080947029,631.3304126646465,202.4438931712963
2025,4,28,15,56,12.53,2025-04-28 15:56:12.530,1198,23.009497,-109.769971,10.55,2.2,161.5,112.9,95.1,197.0498921593209,True,626053.2000393879,2545100.0233590454,-802.6735813018165,684.813735182122,684.813735182122,1055.1088711663708,226.66403391203704
2025,4,29,0,46,14.22,2025-04-29 00:46:14.220,1215,23.002146,-109.771468,11.385,1.7,168.0,120.2,89.4,206.5721181573157,True,625906.5926828651,2544284.8514328483,-214.1428788733815,1267.5920794483104,1267.5920794483104,1285.553130933246,227.03210902777775
2025,4,29,0,59,41.47,2025-04-29 00:59:41.470,1217,23.008549,-109.761499,12.702,2.0,94.6,97.9,91.0,136.1380549295457,True,626922.390618415,2545002.375389499,-229.61836853245418,24.030024923043342,24.030024923043342,230.8723397579451,227.04145219907406
2025,4,29,8,30,27.62,2025-04-29 08:30:27.620,1233,23.002891,-109.757812,12.176,1.6,121.6,96.9,97.7,155.4868804754922,True,627305.5869051105,2544379.131041299,501.0433530619566,61.531495524011916,61.531495524011916,504.80745496574235,227.3544863425926
2025,4,29,16,14,58.16,2025-04-29 16:14:58.160,1249,22.998374,-109.765967,1.341,1.8,189.2,142.9,158.3,237.1013496376602,True,626473.9408524478,2543871.959900144,447.57539494181754,1034.1562437103435,1034.1562437103435,1126.8553015194148,227.67706203703705
2025,4,29,17,43,58.32,2025-04-29 17:43:58.320,1257,23.012608,-109.765487,12.794,2.1,92.3,99.6,90.5,135.79193643217553,True,626509.8677907819,2545448.3306570374,-830.8324055416329,111.16707597874927,111.16707597874927,838.2366043544993,227.73886944444445
2025,4,29,18,9,13.22,2025-04-29 18:09:13.220,1258,23.013436,-109.765535,12.655,2.2,92.1,98.6,89.2,134.92357095778334,True,626504.176041889,2545539.9636011627,-909.5543488380713,63.924636391582624,63.924636391582624,911.7979340994602,227.75640300925926
2025,4,29,23,15,17.72,2025-04-29 23:15:17.720,1271,23.007662,-109.765007,12.093,2.4,163.5,110.5,106.8,197.3385415979352,True,626563.6770113509,2544901.1347607714,-349.50299252497405,376.9504036606438,376.9504036606438,514.0466404946485,227.96895509259258
2025,4,30,3,7,32.22,2025-04-30 03:07:32.220,1282,23.001288,-109.75839,10.798,1.7,216.7,146.1,166.9,261.350530896725,True,627247.8472475967,2544201.148334713,614.9597251569703,209.97263558350897,209.97263558350897,649.818414065823,228.13023402777776
2025,4,30,3,35,36.75,2025-04-30 03:35:36.750,1285,22.998775,-109.757552,10.834,1.5,209.0,162.6,184.5,264.8013595131264,True,627336.0979031551,2543923.641876434,893.6117739447521,294.53650670785555,294.53650670785555,940.9005028781489,228.14973090277778
2025,4,30,5,54,53.86,2025-04-30 05:54:53.860,1296,23.007471,-109.764665,11.257,1.7,189.9,142.6,241.2,237.4800412666294,True,626598.9076458942,2544880.2830535197,-312.3567740741017,359.74140135257085,359.74140135257085,476.42484208644163,228.24645671296295
2025,4,30,8,33,29.03,2025-04-30 08:33:29.030,1310,23.00401,-109.775675,10.663,1.7,176.3,133.9,112.8,221.3840554330867,True,625473.667028975,2544487.6214120244,-626.5600601897979,1509.3612975185492,1509.3612975185492,1634.2426488964,228.35658599537038
2025,4,30,10,15,23.47,2025-04-30 10:15:23.470,1315,23.00215,-109.759993,11.834,2.0,136.5,98.9,101.5,168.5629259356873,True,627082.7367295763,2544295.196551512,443.8991870363134,292.7061991589529,292.7061991589529,531.7174129907545,228.42735497685183
2025,4,30,11,48,1.08,2025-04-30 11:48:01.080,1321,23.002203,-109.757935,12.561,1.9,81.6,95.6,92.1,125.68977683168984,True,627293.6252615195,2544302.850277074,557.1118173412935,114.61787062626343,114.61787062626343,568.7801273675248,228.49167916666664
2025,4,30,12,44,49.99,2025-04-30 12:44:49.990,1325,23.014284,-109.766414,12.255,2.1,117.7,98.2,93.8,153.2857788576618,True,626413.2986782796,2545633.093669559,-1037.7876852186857,86.01799052291352,86.01799052291352,1041.346423763561,228.5311341435185
2025,4,30,15,25,15.34,2025-04-30 15:25:15.340,1334,23.008191,-109.76097,11.584,1.8,148.2,97.5,101.7,177.39642048248888,True,626976.9438779887,2544963.1966291275,-166.42166118490488,1.2877828434151155,1.2877828434151155,166.4266435886846,228.6425386574074
2025,5,8,22,38,1.72,2025-05-08 22:38:01.720,1355,22.996187,-109.773291,6.273,1.8,194.9,123.4,290.5,230.68066672350332,True,625725.2618140336,2543623.521491481,227.95856621266876,1791.7909802415472,1791.7909802415472,1806.2336573059147,236.94307546296295
2025,5,9,3,14,43.55,2025-05-09 03:14:43.550,1357,23.014233,-109.765552,12.699,1.7,92.0,61.6,63.5,110.71838149106048,True,626501.69035117,2545628.1910652434,-983.6535287801312,15.970745950958076,15.970745950958076,983.7831719478812,237.13522627314816
2025,5,9,7,4,41.53,2025-05-09 07:04:41.530,1360,23.006323,-109.760734,11.193,2.1,201.9,117.6,151.6,233.6522415899321,True,627002.8807048484,2544756.5800515823,18.5087381726888,97.01592132670348,97.01592132670348,98.76569434583176,237.29492511574077
